Y,R1_1,R1_2,R1_3,R1_4,R1_5,R1_6,R1_7,R2_1,R2_2,R2_3,R2_4,R2_5,R2_6,R2_7,R3_1,R3_2,R3_3,R3_4,R3_5,R3_6,R3_7,R4_1,R4_2,R4_3,R4_4,R4_5,R4_6,R4_7,R5_1,R5_2,R5_3,R5_4,R5_5,R5_6,R5_7,R6_1,R6_2,R6_3,R6_4,R6_5,R6_6,R6_7,R7_1,R7_2,R7_3,R7_4,R7_5,R7_6,R7_7,R8_1,R8_2,R8_3,R8_4,R8_5,R8_6,R8_7,R9_1,R9_2,R9_3,R9_4,R9_5,R9_6,R9_7,R10_1,R10_2,R10_3,R10_4,R10_5,R10_6,R10_7,R11_1,R11_2,R11_3,R11_4,R11_5,R11_6,R11_7,R12_1,R12_2,R12_3,R12_4,R12_5,R12_6,R12_7,R13_1,R13_2,R13_3,R13_4,R13_5,R13_6,R13_7,R14_1,R14_2,R14_3,R14_4,R14_5,R14_6,R14_7,R15_1,R15_2,R15_3,R15_4,R15_5,R15_6,R15_7,R16_1,R16_2,R16_3,R16_4,R16_5,R16_6,R16_7,R17_1,R17_2,R17_3,R17_4,R17_5,R17_6,R17_7,R18_1,R18_2,R18_3,R18_4,R18_5,R18_6,R18_7,R19_1,R19_2,R19_3,R19_4,R19_5,R19_6,R19_7,R20_1,R20_2,R20_3,R20_4,R20_5,R20_6,R20_7
6.451755262,0,0,0,0,0,0.043103448,0,0,0,0.00862069,0.043103449,0,0.077586207,0,0.00862069,0,0,0.112068966,0,0.094827588,0.017241379,0,0.137931034,0.034482759,0.025862069,0,0,0,0.00862069,0.129310345,0.060344828,0.043103448,0,0,0,0.00862069,0,0,0.034482759,0,0.241379309,0.01724138,0,0,0,0.051724138,0,0.120689656,0.00862069,0,0,0,0.129310346,0,0.163793104,0,0,0,0,0.060344828,0,0.077586208,0,0,0,0.034482759,0.060344828,0,0.094827586,0,0,0,0,0.034482759,0,0.405172415,0,0.02586207,0.00862069,0.034482759,0.112068966,0.00862069,0.284482759,0.043103448,0.068965518,0,0,0.103448277,0,0.034482758,0,0.120689656,0,0,0.034482759,0,0.060344827,0,0.155172415,0.00862069,0,0.068965517,0,0.060344828,0,0.137931036,0,0.02586207,0.068965517,0,0.068965517,0.01724138,0.155172415,0,0.017241379,0.094827586,0,0.043103449,0,0.01724138,0,0,0.086206897,0,0.137931034,0.00862069,0.103448276,0,0.025862069,0.017241379,0,0.232758621,0,0.103448277,0,0.00862069,0.051724138,0,0.103448276,0
6.09187563,0,0,0,0,0.043103448,0,0.103448276,0,0.00862069,0.043103449,0,0.077586207,0,0.01724138,0,0,0.112068966,0,0.094827588,0.017241379,0.103448277,0.137931034,0.034482759,0.025862069,0,0,0,0.103448276,0.129310345,0.060344828,0.043103448,0,0,0,0.077586207,0,0,0.034482759,0,0.241379309,0.01724138,0.068965519,0,0,0.051724138,0,0.120689656,0.00862069,0.068965519,0,0,0.129310346,0,0.163793104,0,0.043103449,0,0,0.060344828,0,0.077586208,0,0.01724138,0,0.034482759,0.060344828,0,0.094827586,0,0.068965518,0,0,0.034482759,0,0.405172415,0,0.060344828,0.00862069,0.034482759,0.112068966,0.00862069,0.284482759,0.043103448,0.077586208,0,0,0.103448277,0,0.034482758,0,0.224137932,0,0,0.034482759,0,0.060344827,0,0.155172414,0.00862069,0,0.068965517,0,0.060344828,0,0.224137932,0,0.02586207,0.068965517,0,0.068965517,0.01724138,0.275862068,0,0.017241379,0.094827586,0,0.043103449,0,0.181034483,0,0,0.086206897,0,0.137931034,0.00862069,0.017241379,0,0.025862069,0.017241379,0,0.232758621,0,0.034482759,0,0.00862069,0.051724138,0,0.103448276,0,0.051724138
5.943831502,0,0,0,0.043103448,0,0.103448276,0.060344828,0.00862069,0.043103449,0,0.077586207,0,0.01724138,0.215517241,0,0.112068966,0,0.094827588,0.017241379,0.103448277,0.215517242,0.034482759,0.025862069,0,0,0,0.103448276,0.103448276,0.060344828,0.043103448,0,0,0,0.077586207,0.068965517,0,0.034482759,0,0.241379309,0.01724138,0.068965519,0.284482759,0,0.051724138,0,0.120689656,0.00862069,0.068965519,0.120689655,0,0.129310346,0,0.163793104,0,0.043103449,0.060344828,0,0.060344828,0,0.077586208,0,0.01724138,0.01724138,0.034482759,0.060344828,0,0.094827586,0,0.068965518,0.086206898,0,0.034482759,0,0.405172415,0,0.060344828,0.034482759,0.034482759,0.112068966,0.00862069,0.284482759,0.043103448,0.077586208,0.155172414,0,0.103448277,0,0.034482758,0,0.224137932,0.094827587,0,0.034482759,0,0.060344827,0,0.155172414,0.025862069,0,0.068965517,0,0.060344828,0,0.224137932,0.034482759,0.02586207,0.068965517,0,0.068965517,0.01724138,0.275862068,0.077586209,0.017241379,0.094827586,0,0.043103449,0,0.181034483,0.086206897,0,0.086206897,0,0.137931034,0.00862069,0.017241379,0.129310345,0.025862069,0.017241379,0,0.232758621,0,0.034482759,0.017241379,0.00862069,0.051724138,0,0.103448276,0,0.051724138,0
6.414844533,0,0,0.043103448,0,0.103448276,0.060344828,0.043103449,0.043103449,0,0.077586207,0,0.01724138,0.215517241,0.043103449,0.112068966,0,0.094827588,0.017241379,0.103448277,0.215517242,0.01724138,0.025862069,0,0,0,0.103448276,0.103448276,0.137931034,0.043103448,0,0,0,0.077586207,0.068965517,0.112068967,0.034482759,0,0.241379309,0.01724138,0.068965519,0.284482759,0.034482759,0.051724138,0,0.120689656,0.00862069,0.068965519,0.120689655,0.043103449,0.129310346,0,0.163793104,0,0.043103449,0.060344828,0.172413794,0.060344828,0,0.077586208,0,0.01724138,0.01724138,0.086206897,0.060344828,0,0.094827586,0,0.068965518,0.086206898,0.086206897,0.034482759,0,0.405172415,0,0.060344828,0.034482759,0.258620692,0.112068966,0.00862069,0.284482759,0.043103448,0.077586208,0.155172414,0.00862069,0.103448277,0,0.034482758,0,0.224137932,0.094827587,0.060344827,0.034482759,0,0.060344827,0,0.155172414,0.025862069,0.137931035,0.068965517,0,0.060344828,0,0.224137932,0.034482759,0.103448277,0.068965517,0,0.068965517,0.01724138,0.275862068,0.077586209,0.189655174,0.094827586,0,0.043103449,0,0.181034483,0.086206897,0.224137931,0.086206897,0,0.137931034,0.00862069,0.017241379,0.129310345,0.112068967,0.017241379,0,0.232758621,0,0.034482759,0.017241379,0.103448276,0.051724138,0,0.103448276,0,0.051724138,0,0.03448276
7.644132398,0,0.043103448,0,0.103448276,0.060344828,0.043103449,0.172413793,0,0.077586207,0,0.01724138,0.215517241,0.043103449,0.25862069,0,0.094827588,0.017241379,0.103448277,0.215517242,0.01724138,0.241379311,0,0,0,0.103448276,0.103448276,0.137931034,0.155172414,0,0,0,0.077586207,0.068965517,0.112068967,0.215517242,0,0.241379309,0.01724138,0.068965519,0.284482759,0.034482759,0.250000001,0,0.120689656,0.00862069,0.068965519,0.120689655,0.043103449,0.224137931,0,0.163793104,0,0.043103449,0.060344828,0.172413794,0.284482759,0,0.077586208,0,0.01724138,0.01724138,0.086206897,0.24137931,0,0.094827586,0,0.068965518,0.086206898,0.086206897,0.215517242,0,0.405172415,0,0.060344828,0.034482759,0.258620692,0.120689656,0.00862069,0.284482759,0.043103448,0.077586208,0.155172414,0.00862069,0.26724138,0,0.034482758,0,0.224137932,0.094827587,0.060344827,0.189655173,0,0.060344827,0,0.155172414,0.025862069,0.137931035,0.068965518,0,0.060344828,0,0.224137932,0.034482759,0.103448277,0.155172413,0,0.068965517,0.01724138,0.275862068,0.077586209,0.189655174,0.103448277,0,0.043103449,0,0.181034483,0.086206897,0.224137931,0.181034484,0,0.137931034,0.00862069,0.017241379,0.129310345,0.112068967,0.120689656,0,0.232758621,0,0.034482759,0.017241379,0.103448276,0.068965518,0,0.103448276,0,0.051724138,0,0.03448276,0.051724139
9.740020056,0.043103448,0,0.103448276,0.060344828,0.043103449,0.172413793,0,0.077586207,0,0.01724138,0.215517241,0.043103449,0.25862069,0,0.094827588,0.017241379,0.103448277,0.215517242,0.01724138,0.241379311,0,0,0,0.103448276,0.103448276,0.137931034,0.155172414,0,0,0,0.077586207,0.068965517,0.112068967,0.215517242,0,0.241379309,0.01724138,0.068965519,0.284482759,0.034482759,0.250000001,0,0.120689656,0.00862069,0.068965519,0.120689655,0.043103449,0.224137931,0,0.163793104,0,0.043103449,0.060344828,0.172413794,0.284482759,0,0.077586208,0,0.01724138,0.01724138,0.086206897,0.24137931,0,0.094827586,0,0.068965518,0.086206898,0.086206897,0.215517242,0,0.405172415,0,0.060344828,0.034482759,0.258620692,0.120689656,0,0.284482759,0.043103448,0.077586208,0.155172414,0.00862069,0.26724138,0,0.034482758,0,0.224137932,0.094827587,0.060344827,0.189655173,0,0.060344827,0,0.155172414,0.025862069,0.137931035,0.068965518,0,0.060344828,0,0.224137932,0.034482759,0.103448277,0.155172413,0,0.068965517,0.01724138,0.275862068,0.077586209,0.189655174,0.103448277,0,0.043103449,0,0.181034483,0.086206897,0.224137931,0.181034484,0,0.137931034,0.00862069,0.017241379,0.129310345,0.112068967,0.120689656,0,0.232758621,0,0.034482759,0.017241379,0.103448276,0.068965518,0,0.103448276,0,0.051724138,0,0.03448276,0.051724139,0
8.780341023,0,0.103448276,0.060344828,0.043103449,0.172413793,0,0,0,0.01724138,0.215517241,0.043103449,0.25862069,0,0,0.017241379,0.103448277,0.215517242,0.01724138,0.241379311,0,0,0,0.103448276,0.103448276,0.137931034,0.155172414,0,0,0,0.077586207,0.068965517,0.112068967,0.215517242,0,0,0.01724138,0.068965519,0.284482759,0.034482759,0.250000001,0,0,0.00862069,0.068965519,0.120689655,0.043103449,0.224137931,0,0,0,0.043103449,0.060344828,0.172413794,0.284482759,0,0,0,0.01724138,0.01724138,0.086206897,0.24137931,0,0,0,0.068965518,0.086206898,0.086206897,0.215517242,0,0,0,0.060344828,0.034482759,0.258620692,0.120689656,0,0,0.043103448,0.077586208,0.155172414,0.00862069,0.26724138,0,0.00862069,0,0.224137932,0.094827587,0.060344827,0.189655173,0,0.01724138,0,0.155172414,0.025862069,0.137931035,0.068965518,0,0,0,0.224137932,0.034482759,0.103448277,0.155172413,0,0,0.01724138,0.275862068,0.077586209,0.189655174,0.103448277,0,0,0,0.181034483,0.086206897,0.224137931,0.181034484,0,0.00862069,0.00862069,0.017241379,0.129310345,0.112068967,0.120689656,0,0.017241379,0,0.034482759,0.017241379,0.103448276,0.068965518,0,0,0,0.051724138,0,0.03448276,0.051724139,0,0.051724138
7.588766299,0.103448276,0.060344828,0.043103449,0.172413793,0,0,0,0.01724138,0.215517241,0.043103449,0.25862069,0,0,0,0.103448277,0.215517242,0.01724138,0.241379311,0,0,0,0.103448276,0.103448276,0.137931034,0.155172414,0,0,0,0.077586207,0.068965517,0.112068967,0.215517242,0,0,0,0.068965519,0.284482759,0.034482759,0.250000001,0,0,0,0.068965519,0.120689655,0.043103449,0.224137931,0,0,0,0.043103449,0.060344828,0.172413794,0.284482759,0,0,0,0.01724138,0.01724138,0.086206897,0.24137931,0,0,0,0.068965518,0.086206898,0.086206897,0.215517242,0,0,0,0.060344828,0.034482759,0.258620692,0.120689656,0,0,0,0.077586208,0.155172414,0.00862069,0.26724138,0,0.00862069,0,0.224137932,0.094827587,0.060344827,0.189655173,0,0.01724138,0,0.155172414,0.025862069,0.137931035,0.068965518,0,0,0,0.224137932,0.034482759,0.103448277,0.155172413,0,0,0,0.275862068,0.077586209,0.189655174,0.103448277,0,0,0.00862069,0.181034483,0.086206897,0.224137931,0.181034484,0,0.00862069,0,0.017241379,0.129310345,0.112068967,0.120689656,0,0.017241379,0.00862069,0.034482759,0.017241379,0.103448276,0.068965518,0,0,0,0.051724138,0,0.03448276,0.051724139,0,0.051724138,0
6.840521566,0.060344828,0.043103449,0.172413793,0,0,0,0,0.215517241,0.043103449,0.25862069,0,0,0,0,0.215517242,0.01724138,0.241379311,0,0,0,0,0.103448276,0.137931034,0.155172414,0,0,0,0,0.068965517,0.112068967,0.215517242,0,0,0,0,0.284482759,0.034482759,0.250000001,0,0,0,0.00862069,0.120689655,0.043103449,0.224137931,0,0,0,0.043103449,0.060344828,0.172413794,0.284482759,0,0,0,0,0.01724138,0.086206897,0.24137931,0,0,0,0,0.086206898,0.086206897,0.215517242,0,0,0,0,0.034482759,0.258620692,0.120689656,0,0,0,0,0.155172414,0.00862069,0.26724138,0,0.00862069,0,0.077586207,0.094827587,0.060344827,0.189655173,0,0.01724138,0,0.00862069,0.025862069,0.137931035,0.068965518,0,0,0,0,0.034482759,0.103448277,0.155172413,0,0,0,0.00862069,0.077586209,0.189655174,0.103448277,0,0,0.00862069,0.068965517,0.086206897,0.224137931,0.181034484,0,0.00862069,0,0.103448276,0.129310345,0.112068967,0.120689656,0,0.017241379,0.00862069,0,0.017241379,0.103448276,0.068965518,0,0,0,0.094827586,0,0.03448276,0.051724139,0,0.051724138,0,0.051724138
6.195185558,0.043103449,0.172413793,0,0,0,0,0,0.043103449,0.25862069,0,0,0,0,0.017241379,0.01724138,0.241379311,0,0,0,0,0,0.137931034,0.155172414,0,0,0,0,0,0.112068967,0.215517242,0,0,0,0,0.051724138,0.034482759,0.250000001,0,0,0,0.00862069,0,0.043103449,0.224137931,0,0,0,0.043103449,0,0.172413794,0.284482759,0,0,0,0,0,0.086206897,0.24137931,0,0,0,0,0,0.086206897,0.215517242,0,0,0,0,0,0.258620692,0.120689656,0,0,0,0,0,0.00862069,0.26724138,0,0.00862069,0,0.077586207,0,0.060344827,0.189655173,0,0.01724138,0,0.00862069,0,0.137931035,0.068965518,0,0,0,0,0,0.103448277,0.155172413,0,0,0,0.00862069,0,0.189655174,0.103448277,0,0,0.00862069,0.068965517,0.00862069,0.224137931,0.181034484,0,0.00862069,0,0.103448276,0,0.112068967,0.120689656,0,0.017241379,0.00862069,0,0,0.103448276,0.068965518,0,0,0,0.094827586,0,0.03448276,0.051724139,0,0.051724138,0,0.051724138,0
5.63610832,0.172413793,0,0,0,0,0,0.02586207,0.25862069,0,0,0,0,0.017241379,0.017241379,0.241379311,0,0,0,0,0,0.00862069,0.155172414,0,0,0,0,0,0,0.215517242,0,0,0,0,0.051724138,0.034482759,0.250000001,0,0,0,0.00862069,0,0.01724138,0.224137931,0,0,0,0.043103449,0,0,0.284482759,0,0,0,0,0,0.094827586,0.24137931,0,0,0,0,0,0.01724138,0.215517242,0,0,0,0,0,0.103448276,0.120689656,0,0,0,0,0,0.060344828,0.26724138,0,0.00862069,0,0.077586207,0,0.043103448,0.189655173,0,0.01724138,0,0.00862069,0,0.025862069,0.068965518,0,0,0,0,0,0.034482759,0.155172413,0,0,0,0.00862069,0,0.043103449,0.103448277,0,0,0.00862069,0.068965517,0.00862069,0.077586207,0.181034484,0,0.00862069,0,0.103448276,0,0.017241379,0.120689656,0,0.017241379,0.00862069,0,0,0.017241379,0.068965518,0,0,0,0.094827586,0,0.068965517,0.051724139,0,0.051724138,0,0.051724138,0,0.094827586
5.35125376,0,0,0,0,0,0.02586207,0,0,0,0,0,0.017241379,0.017241379,0,0,0,0,0,0,0.00862069,0,0,0,0,0,0,0,0,0,0,0,0,0.051724138,0.034482759,0,0,0,0,0.00862069,0,0.01724138,0,0,0,0,0.043103449,0,0,0,0,0,0,0,0,0.094827586,0.00862069,0,0,0,0,0,0.01724138,0,0,0,0,0,0,0.103448276,0,0,0,0,0,0,0.060344828,0,0,0.00862069,0,0.077586207,0,0.043103448,0,0,0.01724138,0,0.00862069,0,0.025862069,0,0,0,0,0,0,0.034482759,0,0,0,0,0.00862069,0,0.043103449,0,0,0,0.00862069,0.068965517,0.00862069,0.077586207,0,0,0.00862069,0,0.103448276,0,0.017241379,0,0,0.017241379,0.00862069,0,0,0.017241379,0,0,0,0,0.094827586,0,0.068965517,0,0,0.051724138,0,0.051724138,0,0.094827586,0
5.139017056,0,0,0,0,0.02586207,0,0.120689656,0,0,0,0.017241379,0.017241379,0,0.025862069,0,0,0,0,0.00862069,0,0.01724138,0,0,0,0,0,0,0.060344828,0,0,0,0.051724138,0.034482759,0,0.094827587,0,0,0.00862069,0,0.01724138,0,0.02586207,0,0,0.043103449,0,0,0,0.025862069,0,0,0,0,0.094827586,0.00862069,0.086206897,0,0,0,0,0.01724138,0,0.068965517,0,0,0,0,0.103448276,0,0.01724138,0,0,0,0,0.060344828,0,0.137931035,0.00862069,0,0.077586207,0,0.043103448,0,0,0.01724138,0,0.00862069,0,0.025862069,0,0.431034483,0,0,0,0,0.034482759,0,0.034482759,0,0,0.00862069,0,0.043103449,0,0.094827586,0,0.00862069,0.068965517,0.00862069,0.077586207,0,0.137931034,0.00862069,0,0.103448276,0,0.017241379,0,0.077586207,0.017241379,0.00862069,0,0,0.017241379,0,0.172413793,0,0,0.094827586,0,0.068965517,0,0.25862069,0.051724138,0,0.051724138,0,0.094827586,0,0
5.117352062,0,0,0,0.02586207,0,0.120689656,0.00862069,0,0,0.017241379,0.017241379,0,0.025862069,0.034482759,0,0,0,0.00862069,0,0.01724138,0,0,0,0,0,0,0.060344828,0.060344828,0,0,0.051724138,0.034482759,0,0.094827587,0.068965517,0,0.00862069,0,0.01724138,0,0.02586207,0.01724138,0,0.043103449,0,0,0,0.025862069,0.01724138,0,0,0,0.094827586,0.00862069,0.086206897,0.034482759,0,0,0,0.01724138,0,0.068965517,0.00862069,0,0,0,0.103448276,0,0.01724138,0.060344829,0,0,0,0.060344828,0,0.137931035,0.129310345,0,0.077586207,0,0.043103448,0,0,0.137931035,0,0.00862069,0,0.025862069,0,0.431034483,0.103448276,0,0,0,0.034482759,0,0.034482759,0.293103449,0,0.00862069,0,0.043103449,0,0.094827586,0.27586207,0.00862069,0.068965517,0.00862069,0.077586207,0,0.137931034,0.491379312,0,0.103448276,0,0.017241379,0,0.077586207,0.258620691,0.00862069,0,0,0.017241379,0,0.172413793,0.051724139,0,0.094827586,0,0.068965517,0,0.25862069,0.172413793,0,0.051724138,0,0.094827586,0,0,0.301724139
5.074022072,0,0,0.02586207,0,0.120689656,0.00862069,0.086206897,0,0.017241379,0.017241379,0,0.025862069,0.034482759,0.025862069,0,0,0.00862069,0,0.01724138,0,0.043103449,0,0,0,0,0.060344828,0.060344828,0.241379311,0,0.051724138,0.034482759,0,0.094827587,0.068965517,0.232758621,0.00862069,0,0.01724138,0,0.02586207,0.01724138,0.146551724,0.043103449,0,0,0,0.025862069,0.01724138,0.318965518,0,0,0.094827586,0.00862069,0.086206897,0.034482759,0.00862069,0,0,0.01724138,0,0.068965517,0.00862069,0.068965518,0,0,0.103448276,0,0.01724138,0.060344829,0.025862069,0,0,0.060344828,0,0.137931035,0.129310345,0.025862069,0.077586207,0,0.043103448,0,0,0.137931035,0.112068965,0.00862069,0,0.025862069,0,0.431034483,0.103448276,0.086206897,0,0,0.034482759,0,0.034482759,0.293103449,0.129310345,0.00862069,0,0.043103449,0,0.094827586,0.27586207,0.103448277,0.068965517,0.00862069,0.077586207,0,0.137931034,0.491379312,0.155172414,0.103448276,0,0.017241379,0,0.077586207,0.258620691,0.034482759,0,0,0.017241379,0,0.172413793,0.051724139,0.060344828,0.094827586,0,0.068965517,0,0.25862069,0.172413793,0.01724138,0.051724138,0,0.094827586,0,0,0.301724139,0.163793105
5.638515548,0,0.02586207,0,0.120689656,0.00862069,0.086206897,0.129310346,0.017241379,0.017241379,0,0.025862069,0.034482759,0.025862069,0.163793105,0,0.00862069,0,0.01724138,0,0.043103449,0.275862069,0,0,0,0.060344828,0.060344828,0.241379311,0.051724138,0.051724138,0.034482759,0,0.094827587,0.068965517,0.232758621,0.163793104,0,0.01724138,0,0.02586207,0.01724138,0.146551724,0.387931037,0,0,0,0.025862069,0.01724138,0.318965518,0.28448276,0,0.094827586,0.00862069,0.086206897,0.034482759,0.00862069,0.181034484,0,0.01724138,0,0.068965517,0.00862069,0.068965518,0.163793104,0,0.103448276,0,0.01724138,0.060344829,0.025862069,0.267241379,0,0.060344828,0,0.137931035,0.129310345,0.025862069,0.594827587,0,0.043103448,0,0,0.137931035,0.112068965,0.336206896,0,0.025862069,0,0.431034483,0.103448276,0.086206897,0.301724139,0,0.034482759,0,0.034482759,0.293103449,0.129310345,0.620689655,0,0.043103449,0,0.094827586,0.27586207,0.103448277,0.26724138,0.00862069,0.077586207,0,0.137931034,0.491379312,0.155172414,0.275862069,0,0.017241379,0,0.077586207,0.258620691,0.034482759,0.250000001,0,0.017241379,0,0.172413793,0.051724139,0.060344828,0.250000001,0,0.068965517,0,0.25862069,0.172413793,0.01724138,0.112068967,0,0.094827586,0,0,0.301724139,0.163793105,0.094827587
5.977131398,0.02586207,0,0.120689656,0.00862069,0.086206897,0.129310346,0,0.017241379,0,0.025862069,0.034482759,0.025862069,0.163793105,0,0.00862069,0,0.01724138,0,0.043103449,0.275862069,0,0,0,0.060344828,0.060344828,0.241379311,0.051724138,0,0.034482759,0,0.094827587,0.068965517,0.232758621,0.163793104,0,0.01724138,0,0.02586207,0.01724138,0.146551724,0.387931037,0,0,0,0.025862069,0.01724138,0.318965518,0.28448276,0,0.094827586,0.00862069,0.086206897,0.034482759,0.00862069,0.181034484,0,0.01724138,0,0.068965517,0.00862069,0.068965518,0.163793104,0,0.103448276,0,0.01724138,0.060344829,0.025862069,0.267241379,0,0.060344828,0,0.137931035,0.129310345,0.025862069,0.594827587,0.00862069,0.043103448,0,0,0.137931035,0.112068965,0.336206896,0,0.025862069,0,0.431034483,0.103448276,0.086206897,0.301724139,0,0.034482759,0,0.034482759,0.293103449,0.129310345,0.620689655,0,0.043103449,0,0.094827586,0.27586207,0.103448277,0.26724138,0.034482758,0.077586207,0,0.137931034,0.491379312,0.155172414,0.275862069,0,0.017241379,0,0.077586207,0.258620691,0.034482759,0.250000001,0,0.017241379,0,0.172413793,0.051724139,0.060344828,0.250000001,0,0.068965517,0,0.25862069,0.172413793,0.01724138,0.112068967,0,0.094827586,0,0,0.301724139,0.163793105,0.094827587,0
5.409027079,0,0.120689656,0.00862069,0.086206897,0.129310346,0,0,0,0.025862069,0.034482759,0.025862069,0.163793105,0,0,0,0.01724138,0,0.043103449,0.275862069,0,0,0,0.060344828,0.060344828,0.241379311,0.051724138,0,0,0,0.094827587,0.068965517,0.232758621,0.163793104,0,0,0,0.02586207,0.01724138,0.146551724,0.387931037,0,0,0,0.025862069,0.01724138,0.318965518,0.28448276,0,0,0.00862069,0.086206897,0.034482759,0.00862069,0.181034484,0,0,0,0.068965517,0.00862069,0.068965518,0.163793104,0,0,0,0.01724138,0.060344829,0.025862069,0.267241379,0,0,0,0.137931035,0.129310345,0.025862069,0.594827587,0.00862069,0,0,0,0.137931035,0.112068965,0.336206896,0,0,0,0.431034483,0.103448276,0.086206897,0.301724139,0,0,0,0.034482759,0.293103449,0.129310345,0.620689655,0,0,0,0.094827586,0.27586207,0.103448277,0.26724138,0.034482758,0,0,0.137931034,0.491379312,0.155172414,0.275862069,0,0.051724138,0,0.077586207,0.258620691,0.034482759,0.250000001,0,0.00862069,0,0.172413793,0.051724139,0.060344828,0.250000001,0,0.043103448,0,0.25862069,0.172413793,0.01724138,0.112068967,0,0,0,0,0.301724139,0.163793105,0.094827587,0,0
4.962688065,0.120689656,0.00862069,0.086206897,0.129310346,0,0,0.025862069,0.025862069,0.034482759,0.025862069,0.163793105,0,0,0.034482759,0.01724138,0,0.043103449,0.275862069,0,0,0.077586207,0.060344828,0.060344828,0.241379311,0.051724138,0,0,0.094827586,0.094827587,0.068965517,0.232758621,0.163793104,0,0,0.094827586,0.02586207,0.01724138,0.146551724,0.387931037,0,0,0.094827586,0.025862069,0.01724138,0.318965518,0.28448276,0,0,0.017241379,0.086206897,0.034482759,0.00862069,0.181034484,0,0,0,0.068965517,0.00862069,0.068965518,0.163793104,0,0,0.00862069,0.01724138,0.060344829,0.025862069,0.267241379,0,0,0,0.137931035,0.129310345,0.025862069,0.594827587,0.00862069,0,0,0,0.137931035,0.112068965,0.336206896,0,0,0.172413794,0.431034483,0.103448276,0.086206897,0.301724139,0,0,0.146551726,0.034482759,0.293103449,0.129310345,0.620689655,0,0,0.077586208,0.094827586,0.27586207,0.103448277,0.26724138,0.034482758,0,0.155172415,0.137931034,0.491379312,0.155172414,0.275862069,0,0.051724138,0.353448276,0.077586207,0.258620691,0.034482759,0.250000001,0,0.00862069,0.396551724,0.172413793,0.051724139,0.060344828,0.250000001,0,0.043103448,0.051724138,0.25862069,0.172413793,0.01724138,0.112068967,0,0,0.025862069,0,0.301724139,0.163793105,0.094827587,0,0,0.01724138
5.001805421,0.00862069,0.086206897,0.129310346,0,0,0.025862069,0.103448278,0.034482759,0.025862069,0.163793105,0,0,0.034482759,0.120689656,0,0.043103449,0.275862069,0,0,0.077586207,0.327586208,0.060344828,0.241379311,0.051724138,0,0,0.094827586,0.137931037,0.068965517,0.232758621,0.163793104,0,0,0.094827586,0.112068966,0.01724138,0.146551724,0.387931037,0,0,0.094827586,0.267241382,0.01724138,0.318965518,0.28448276,0,0,0.017241379,0.206896554,0.034482759,0.00862069,0.181034484,0,0,0,0.120689656,0.00862069,0.068965518,0.163793104,0,0,0.00862069,0.094827586,0.060344829,0.025862069,0.267241379,0,0,0,0.215517242,0.129310345,0.025862069,0.594827587,0.00862069,0,0,0.181034485,0.137931035,0.112068965,0.336206896,0,0,0.172413794,0.25,0.103448276,0.086206897,0.301724139,0,0,0.146551726,0.163793105,0.293103449,0.129310345,0.620689655,0,0,0.077586208,0.206896554,0.27586207,0.103448277,0.26724138,0.034482758,0,0.155172415,0.189655172,0.491379312,0.155172414,0.275862069,0,0.051724138,0.353448276,0.163793105,0.258620691,0.034482759,0.250000001,0,0.00862069,0.396551724,0.155172416,0.051724139,0.060344828,0.250000001,0,0.043103448,0.051724138,0.318965518,0.172413793,0.01724138,0.112068967,0,0,0.025862069,0.051724139,0.301724139,0.163793105,0.094827587,0,0,0.01724138,0.01724138
5.363691072,0.086206897,0.129310346,0,0,0.025862069,0.103448278,0,0.025862069,0.163793105,0,0,0.034482759,0.120689656,0,0.043103449,0.275862069,0,0,0.077586207,0.327586208,0,0.241379311,0.051724138,0,0,0.094827586,0.137931037,0,0.232758621,0.163793104,0,0,0.094827586,0.112068966,0,0.146551724,0.387931037,0,0,0.094827586,0.267241382,0,0.318965518,0.28448276,0,0,0.017241379,0.206896554,0,0.00862069,0.181034484,0,0,0,0.120689656,0,0.068965518,0.163793104,0,0,0.00862069,0.094827586,0,0.025862069,0.267241379,0,0,0,0.215517242,0,0.025862069,0.594827587,0.00862069,0,0,0.181034485,0,0.112068965,0.336206896,0,0,0.172413794,0.25,0,0.086206897,0.301724139,0,0,0.146551726,0.163793105,0,0.129310345,0.620689655,0,0,0.077586208,0.206896554,0,0.103448277,0.26724138,0.034482758,0,0.155172415,0.189655172,0.01724138,0.155172414,0.275862069,0,0.051724138,0.353448276,0.163793105,0.060344827,0.034482759,0.250000001,0,0.00862069,0.396551724,0.155172416,0.094827587,0.060344828,0.250000001,0,0.043103448,0.051724138,0.318965518,0,0.01724138,0.112068967,0,0,0.025862069,0.051724139,0,0.163793105,0.094827587,0,0,0.01724138,0.01724138,0
